item_id,llm_score_5_mean,llm_score_5_sd,llm_侧重性_mean,llm_公平性_mean,llm_反馈性_mean,llm_可解性_mean,llm_完整性_mean,llm_思维性_mean,llm_排他性_mean,llm_明确性_mean,llm_正确性_mean,llm_流畅性_mean,llm_目标性_mean,llm_答案解析专门评分_mean,llm_绝对性_mean,llm_综合性_mean,llm_迷惑性_mean,llm_防猜性_mean,machine_proxy_answer_validity_mean,machine_proxy_blueprint_relevance_mean,machine_proxy_cognitive_feedback_mean,machine_proxy_item_design_mean,machine_proxy_presentation_clarity_mean,machine_proxy_quality_score_mean,machine_proxy_quality_score_sd,n_machine_runs,qgeval_score_5_mean,qgeval_score_5_sd,qgeval_一致性_mean,qgeval_可回答性_mean,qgeval_流畅性_mean,qgeval_清晰度_mean,qgeval_相关性_mean,qgeval_答案一致性_mean,qgeval_简洁性_mean,screen_critical_defect_proxy,screen_major_defect_proxy,source_true
H024,4.203125,0.05983919423477113,4.0,3.0,4.0,5.0,5.0,3.0,4.75,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,3.75,5.0,4.75,3.6666666666666665,4.166666666666666,4.958333333333333,4.508333333333333,0.04999999999999982,4,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,Human
H025,3.984375,0.03125,3.75,3.0,3.0,5.0,5.0,2.25,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,3.75,4.0,5.0,4.6875,2.6666666666666665,4.25,4.958333333333333,4.3125,0.03695592971013895,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,Human
H026,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.958333333333333,4.75,3.6666666666666665,4.333333333333333,4.902777777777778,4.522222222222222,0.03685138655950431,4,4.928571428571429,0.08247860988423247,5.0,5.0,5.0,5.0,5.0,4.75,4.75,0,0,Human
H027,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.958333333333333,4.75,3.6666666666666665,4.333333333333333,4.902777777777778,4.522222222222222,0.03685138655950431,4,4.928571428571429,0.08247860988423247,5.0,5.0,5.0,5.0,5.0,4.75,4.75,0,0,Human
H028,4.234375,0.03125,3.75,3.0,4.0,5.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,4.0,5.0,3.25,4.0,4.0,5.0,4.6875,3.7291666666666665,4.333333333333333,4.902777777777778,4.530555555555555,0.042673031932603224,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,Human
H029,4.234375,0.03125,3.75,3.0,4.0,5.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,4.0,5.0,3.25,4.0,4.0,5.0,4.6875,3.7291666666666665,4.333333333333333,4.902777777777778,4.530555555555555,0.042673031932603224,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,Human
H030,4.234375,0.03125,3.75,3.0,4.0,5.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,4.0,5.0,3.25,4.0,4.0,5.0,4.6875,3.7291666666666665,4.333333333333333,4.902777777777778,4.530555555555555,0.042673031932603224,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,Human
H031,4.1875,0.05103103630798288,4.0,3.0,3.75,5.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,4.0,5.0,3.0,3.75,3.75,5.0,4.75,3.6041666666666665,4.166666666666666,4.944444444444445,4.493055555555555,0.04851180332381366,4,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,Human
H032,4.1875,0.05103103630798288,4.0,3.0,3.75,5.0,5.0,3.0,5.0,3.75,5.0,5.0,5.0,4.0,5.0,3.0,3.75,3.75,5.0,4.75,3.6041666666666665,4.166666666666666,4.944444444444445,4.493055555555555,0.04851180332381366,4,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,Human
H033,4.21875,0.0625,4.0,3.0,3.75,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6041666666666665,4.25,4.958333333333333,4.5125,0.05506729889333039,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,Human
H034,4.21875,0.0625,4.0,3.0,3.75,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6041666666666665,4.25,4.958333333333333,4.5125,0.05506729889333039,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,Human
H035,4.234375,0.03125,4.0,3.0,3.75,5.0,5.0,3.25,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6875,4.25,4.958333333333333,4.529166666666667,0.04166666666666652,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,Human
H036,4.234375,0.03125,4.0,3.0,3.75,5.0,5.0,3.25,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6875,4.25,4.958333333333333,4.529166666666667,0.04166666666666652,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,Human
H037,4.234375,0.03125,4.0,3.0,3.75,5.0,5.0,3.25,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.75,5.0,4.75,3.6875,4.25,4.958333333333333,4.529166666666667,0.04166666666666652,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,Human
H038,4.21875,0.08068715304598785,4.0,3.0,4.0,5.0,4.5,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.25,3.75,4.0,5.0,4.6875,3.7291666666666665,4.083333333333333,5.0,4.5,0.08923543557893891,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0,Human
H039,4.21875,0.08068715304598785,4.0,3.0,4.0,5.0,4.5,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.25,3.75,4.0,5.0,4.6875,3.7291666666666665,4.083333333333333,5.0,4.5,0.08923543557893891,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,4.75,5.0,5.0,0,0,Human
H040,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.25,4.75,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,4.958333333333333,4.6875,3.75,4.25,4.958333333333333,4.520833333333333,0.05506729889333039,4,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0,0,Human
H041,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.25,4.75,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,4.958333333333333,4.6875,3.75,4.25,4.958333333333333,4.520833333333333,0.05506729889333039,4,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0,0,Human
H042,4.234375,0.03125,4.0,3.0,4.0,5.0,5.0,3.25,4.75,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.75,4.0,4.958333333333333,4.6875,3.75,4.25,4.958333333333333,4.520833333333333,0.05506729889333039,4,4.928571428571429,0.1428571428571428,5.0,5.0,5.0,5.0,4.75,4.75,5.0,0,0,Human
H043,4.046875,0.03125,4.0,3.0,4.0,5.0,5.0,2.0,4.75,4.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,4.6875,3.083333333333333,4.0,4.916666666666666,4.3374999999999995,0.02097176232019645,4,4.928571428571429,0.08247860988423247,5.0,5.0,5.0,5.0,4.75,5.0,4.75,0,0,Human
H044,4.078125,0.07864410870073697,4.0,3.0,4.0,5.0,5.0,2.0,4.75,4.0,5.0,5.0,5.0,4.25,5.0,2.25,4.0,3.0,5.0,4.75,3.208333333333333,4.0,4.916666666666666,4.375,0.06309898162000324,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,Human
H045,4.1875,0.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.25,5.0,3.0,3.75,3.0,5.0,4.75,3.7291666666666665,3.9166666666666665,4.958333333333333,4.470833333333333,0.015957118462605578,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0,0,Human
H046,4.0625,0.05103103630798288,3.75,3.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,4.25,5.0,2.0,4.0,3.0,5.0,4.6875,3.145833333333333,4.0,4.958333333333333,4.3583333333333325,0.044095855184409685,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0,0,Human
H047,3.953125,0.03125,4.0,3.0,3.0,5.0,5.0,2.25,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,4.75,2.6666666666666665,4.0,5.0,4.283333333333333,0.03333333333333366,4,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,Human
H048,3.921875,0.03125,3.75,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.25,3.75,3.0,4.958333333333333,4.6875,2.645833333333333,3.9166666666666665,5.0,4.241666666666666,0.03191423692521123,4,4.964285714285714,0.07142857142857162,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,0,Human
H049,3.921875,0.03125,4.0,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,3.75,3.0,5.0,4.75,2.583333333333333,3.9166666666666665,5.0,4.25,0.033333333333333215,4,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,Human
H050,3.921875,0.03125,3.75,3.0,3.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,5.0,4.6875,2.583333333333333,4.0,5.0,4.254166666666666,0.02499999999999991,4,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,Human
